SEED;UNIT;UNIT_SIZE;SUMMARY_SIZES;WT_SUMMARY_SIZES;CAN_SIZE;WT_CAN_SIZE;SUMMARY_COMPUTATION_TIME;CAN_COMPUTATION_TIME;
band;bn:01151484n,bn:02409103n;2;123,124;246,248;15128;30257;9.75414;86.42313;
band;bn:03576512n,bn:02668425n;2;125,130;250,260;15997;31995;10.08150;89.62627;
band;bn:02882443n,bn:01947277n;2;125,126;250,252;15500;31001;10.50600;87.74259;
band;bn:03215197n,bn:03168869n;2;124,178;248,356;22072;44145;9.25990;140.37670;
band;bn:01574585n,bn:02831456n;2;124,181;248,362;21824;43649;13.08614;141.29878;
band;bn:00719889n,bn:00249438n;2;125,179;250,358;22073;44147;10.42126;146.10481;
band;bn:00430530n,bn:07138178n;2;125,125;250,250;15377;30755;9.61023;106.53047;
band;bn:02271969n,bn:03574463n;2;124,125;248,250;15376;30753;9.63666;107.06467;
band;bn:02981402n,bn:01337896n;2;125,125;250,250;15376;30753;10.61661;106.59965;
band;bn:16294538n,bn:01111120n;2;126,124;252,248;15376;30753;11.01145;106.62716;
band;bn:03370895n,bn:08574279n;2;160,124;320,248;19716;39433;9.97132;125.97513;
band;bn:14600366n,bn:03229347n;2;125,124;250,248;15376;30753;9.43469;86.68004;
band;bn:02737245n,bn:01609568n;2;125,125;250,250;15377;30755;9.68957;87.11233;
