UNIT;SEED;SIZE;TILDE;NEW;REALTIME;CHARACTERIZATION
bn:14497824n,bn:00080918n,bn:03939678n,bn:01284438n,bn:00898527n,bn:00042036n;dialect;6;true;true;0.669;6[o     0.531] SUBCLASS_OF(X, bn:00021222n), INSTANCE_OF(X, bn:00021222n), INSTANCE_OF(X, bn:00000640n), INSTANCE_OF(X, bn:00064752n), SUBCLASS_OF(X, bn:00064752n)
bn:03636488n,bn:05654887n,bn:03469743n,bn:15088347n,bn:00042036n,bn:01938828n;dialect;6;true;true;0.664;6[o     0.536] INSTANCE_OF(X, bn:00000640n)
bn:02429706n,bn:17383989n,bn:02893584n,bn:21705977n,bn:03755530n,bn:03009463n;dialect;6;true;true;0.664;6[o     0.531] INSTANCE_OF(X, bn:00000640n)
bn:07685821n,bn:14708363n,bn:01385744n,bn:00466455n,bn:17685750n,bn:02744851n;dialect;6;true;true;0.664;6[o     0.523] INSTANCE_OF(X, bn:00000640n)
bn:07346024n,bn:17536587n,bn:00903109n,bn:03303632n,bn:07086159n,bn:16890739n;dialect;6;true;true;0.667;6[o     0.534] INSTANCE_OF(X, bn:00000640n), SUBCLASS_OF(X, bn:05016180n)
bn:02442094n,bn:03186438n,bn:15633223n,bn:01941696n,bn:00837385n,bn:08948710n;dialect;6;true;true;0.667;6[o     0.514] INSTANCE_OF(X, bn:00000640n)
bn:15137153n,bn:06515255n,bn:15245712n,bn:15558692n,bn:12989643n,bn:13843087n;dialect;6;true;true;0.665;6[o     0.520] INSTANCE_OF(X, bn:00000640n)
bn:06515255n,bn:02151400n,bn:12989875n,bn:12990833n,bn:00466455n,bn:01795908n;dialect;6;true;true;0.663;6[o     0.513] INSTANCE_OF(X, bn:00000640n)
bn:04963578n,bn:01914924n,bn:13994760n,bn:01249695n,bn:15245714n,bn:13906279n;dialect;6;true;true;0.664;6[o     0.523] INSTANCE_OF(X, bn:00000640n)
bn:03461759n,bn:21252825n,bn:03450508n,bn:17107701n,bn:02078995n,bn:00009675n;dialect;6;true;true;0.663;6[o     0.531] INSTANCE_OF(X, bn:00000640n)
bn:12990863n,bn:02278258n,bn:01100298n,bn:00167949n,bn:02213731n,bn:02523811n;dialect;6;true;true;0.665;6[o     0.519] INSTANCE_OF(X, bn:00000640n), SUBCLASS_OF(X, bn:05016180n)
bn:00864735n,bn:03165036n,bn:03102476n,bn:12991306n,bn:01511172n,bn:00720881n;dialect;6;true;true;0.664;6[o     0.519] INSTANCE_OF(X, bn:00000640n)
bn:15245712n,bn:14772744n,bn:04827376n,bn:02622757n,bn:02777791n,bn:03258717n;dialect;6;true;true;0.656;6[o     0.515] INSTANCE_OF(X, bn:00000640n)
bn:01859265n,bn:03186438n,bn:15891278n,bn:01316715n,bn:01220064n,bn:03407953n;dialect;6;true;true;0.656;6[o     0.523] SUBCLASS_OF(X, bn:05016180n), INSTANCE_OF(X, bn:00000640n)
bn:01581771n,bn:12991252n,bn:17233330n,bn:03237541n,bn:00255771n,bn:03593124n;dialect;6;true;true;0.657;6[o     0.522] INSTANCE_OF(X, bn:00000640n), INSTANCE_OF(X, bn:00049910n), SUBCLASS_OF(X, bn:00049910n)
bn:03090165n,bn:03089172n,bn:03665492n,bn:00268519n,bn:00995227n,bn:01567408n;dialect;6;true;true;0.665;6[o     0.496] INSTANCE_OF(X, bn:00000640n)
bn:05476706n,bn:02901388n,bn:02435226n,bn:16299171n,bn:00677253n,bn:01836405n;dialect;6;true;true;0.657;6[o     0.526] INSTANCE_OF(X, bn:00000640n)
bn:01050626n,bn:12989641n,bn:03202844n,bn:02279341n,bn:01799880n,bn:15195450n;dialect;6;true;true;0.666;6[o     0.516] INSTANCE_OF(X, bn:00000640n)
bn:01628013n,bn:15226237n,bn:15834740n,bn:01388085n,bn:03407953n,bn:07077298n;dialect;6;true;true;0.656;6[o     0.518] INSTANCE_OF(X, bn:00000640n)
bn:03933141n,bn:02545550n,bn:03161985n,bn:00051632n,bn:06790157n,bn:15405870n;dialect;6;true;true;0.665;6[o     0.522] INSTANCE_OF(X, bn:00000640n)
bn:04505241n,bn:03089172n,bn:17393646n,bn:15245742n,bn:02995635n,bn:02407425n;dialect;6;true;true;0.664;6[o     0.526] INSTANCE_OF(X, bn:00000640n)
bn:01274633n,bn:00015132n,bn:13268638n,bn:03737382n,bn:16193161n,bn:14941952n;dialect;6;true;true;0.766;6[o     0.607] INSTANCE_OF(X, bn:00000640n)
bn:12990828n,bn:16854388n,bn:15633223n,bn:12991306n,bn:01641810n,bn:14738790n;dialect;6;true;true;0.665;6[o     0.515] INSTANCE_OF(X, bn:00000640n)
bn:17502395n,bn:17549665n,bn:12989641n,bn:14606038n,bn:02827135n,bn:02545543n;dialect;6;true;true;0.657;6[o     0.514] INSTANCE_OF(X, bn:00000640n)
bn:16192508n,bn:02030492n,bn:00268519n,bn:12410123n,bn:00868048n,bn:05350672n;dialect;6;true;true;0.658;6[o     0.505] INSTANCE_OF(X, bn:00000640n)
bn:01910321n,bn:03767722n,bn:00337955n,bn:00677253n,bn:00567246n,bn:00613171n;dialect;6;true;true;0.668;6[o     0.517] INSTANCE_OF(X, bn:00000640n)
