UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:03883322n,bn:02449602n,bn:06444677n,bn:00321167n,bn:02843350n;vehicle;5;true;true;0.224;0.07;0.06;0.01;INSTANCE_OF(X, bn:00079675n)
bn:03648722n,bn:01661105n,bn:01006037n,bn:02424807n,bn:02647848n;vehicle;5;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01717270n,bn:14168092n,bn:01348334n,bn:14045120n,bn:01504511n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00071103n), OPERATOR(X, y_0)
bn:03429623n,bn:03722215n,bn:03347540n,bn:01540976n,bn:03782692n;vehicle;5;true;true;0.222;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:13972126n,bn:01562079n,bn:16559042n,bn:03730832n,bn:01392529n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:02390984n,bn:03599118n,bn:14197280n,bn:02878179n,bn:14644191n;vehicle;5;true;true;0.215;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00710993n,bn:01219004n,bn:02309545n,bn:03117919n,bn:00907517n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03793593n,bn:03552605n,bn:00325538n,bn:03156183n,bn:00944160n;vehicle;5;true;true;0.218;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:16836291n,bn:01585224n,bn:16325089n,bn:02150146n,bn:00709292n;vehicle;5;true;true;0.223;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:17670933n,bn:02996722n,bn:00317715n,bn:03681732n,bn:15432576n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:17246874n,bn:01394390n,bn:01230858n,bn:03902801n,bn:03722992n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:10974775n,bn:02286483n,bn:03993014n,bn:03212153n,bn:17604677n;vehicle;5;true;true;0.214;0.06;0.05;0.01;INSTANCE_OF(X, bn:00079675n)
bn:15600290n,bn:15241934n,bn:15819793n,bn:01291797n,bn:01731710n;vehicle;5;true;true;0.216;0.04;0.04;0.0;INSTANCE_OF(X, bn:00023497n)
bn:14279344n,bn:04801006n,bn:17717688n,bn:03833814n,bn:00767088n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:03408362n,bn:07750390n,bn:00350546n,bn:00805057n,bn:01402679n;vehicle;5;true;true;0.214;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03254672n,bn:00616118n,bn:02583005n,bn:02120319n,bn:03342981n;vehicle;5;true;true;0.221;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023497n)
bn:17624958n,bn:03344537n,bn:01382833n,bn:16155535n,bn:03044273n;vehicle;5;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01602672n,bn:15241186n,bn:11683217n,bn:00256964n,bn:01528315n;vehicle;5;true;true;0.327;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
