UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:02052031n,bn:03272864n,bn:01217143n,bn:15710076n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:02402803n,bn:01779853n,bn:02173854n,bn:00520556n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:00135040n,bn:16575121n,bn:03453747n,bn:03837025n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:02725619n,bn:01702853n,bn:17202344n,bn:01648832n;amusement_park;4;true;true;0.219;0.07;0.07;0.0;INSTANCE_OF(X, bn:00003695n)
bn:01638540n,bn:17717951n,bn:01633772n,bn:03765220n;amusement_park;4;true;true;0.219;0.05;0.04;0.01;INSTANCE_OF(X, bn:00003695n)
bn:00724240n,bn:03623037n,bn:00600493n,bn:00298934n;amusement_park;4;true;true;0.216;0.05;0.05;0.0;INSTANCE_OF(X, bn:00003695n)
bn:15230350n,bn:02357468n,bn:12333708n,bn:00255653n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n)
bn:16813302n,bn:02438051n,bn:14450625n,bn:01451475n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n)
bn:01703184n,bn:03390888n,bn:03949256n,bn:03406070n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:01702853n,bn:02868356n,bn:03153394n,bn:04610631n;amusement_park;4;true;true;0.109;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03845970n,bn:01241023n,bn:03157148n,bn:03259401n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:02287621n,bn:02146111n,bn:13871629n,bn:04729197n;amusement_park;4;true;true;0.11;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:01775422n,bn:01609480n,bn:14791173n,bn:01296222n;amusement_park;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03444659n,bn:03949256n,bn:03446916n,bn:03431462n;amusement_park;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00001172n), INSTANCE_OF(X, bn:00003695n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
