UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:01343532n,bn:02877044n,bn:16570158n,bn:01854813n,bn:00818776n,bn:14320637n;film;6;true;true;0.214;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), ORIGINAL_LANGUAGE_OF_WORK(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:01863453n,bn:05537738n,bn:17652216n,bn:14212620n,bn:02831747n,bn:03219006n;film;6;true;true;0.322;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:03461984n,bn:03885691n,bn:01077299n,bn:09880002n,bn:02552226n,bn:01967687n;film;6;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:16621950n,bn:02216605n,bn:10803930n,bn:17683761n,bn:17602792n,bn:03571750n;film;6;true;true;0.217;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n)
bn:17594357n,bn:01629519n,bn:13835830n,bn:20403677n,bn:15173606n,bn:08988119n;film;6;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:01188478n,bn:02055174n,bn:04941954n,bn:00781728n,bn:02656938n,bn:17560640n;film;6;true;true;0.219;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n)
bn:01299938n,bn:02485034n,bn:01395978n,bn:09882953n,bn:03439396n,bn:01387821n;film;6;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), ORIGINAL_LANGUAGE_OF_WORK(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:02633301n,bn:18464455n,bn:02846129n,bn:02394305n,bn:03792825n,bn:00955889n;film;6;true;true;0.219;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n), DIRECTOR(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:03893746n,bn:01427897n,bn:15667705n,bn:17492452n,bn:16004922n,bn:01858047n;film;6;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:00259625n,bn:17588344n,bn:02174007n,bn:01181583n,bn:03728208n,bn:17703203n;film;6;true;true;0.215;0.06;0.05;0.01;INSTANCE_OF(X, bn:00034471n)
bn:03599254n,bn:01528978n,bn:17667850n,bn:00961955n,bn:16127538n,bn:03446115n;film;6;true;true;0.219;0.05;0.04;0.01;INSTANCE_OF(X, bn:00034471n), ORIGINAL_LANGUAGE_OF_WORK(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:02660145n,bn:17793413n,bn:03637235n,bn:02241330n,bn:04242321n,bn:01758300n;film;6;true;true;0.218;0.06;0.06;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:03487656n,bn:14455858n,bn:02748780n,bn:15262161n,bn:15528783n,bn:17248171n;film;6;true;true;0.22;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:03692198n,bn:02483871n,bn:16047493n,bn:03407411n,bn:03053524n,bn:01321985n;film;6;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, bn:00003341n)
